City,Name,Nosah,Address,Latitude,Longitude,Navigate
כרמיאל,מתן נחליאל,אחיד,"חטיבת הראל 34
",32.9036608,35.2850342,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.9036608%2C35.2850342
לוד,אלון (בנק לאומי),לפי החזן,"יודפת 1ב
",31.9614557,34.9002346,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9614557%2C34.9002346
לוד,דתי לאומי נוה נוף,אשכנז,"חיים משה שפירא 1
",31.9462588,34.8984103,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9462588%2C34.8984103
מבשרת ציון,בית הכנסת המרכזי עין חמד,ירושלמי,"המור 1
",31.79699,35.1390242,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.79699%2C35.1390242
מבשרת ציון,בית הכנסת חבד מבשרת ציון,חבד,"הרקפת 9 מבשרת ציון
",31.80196149999999,35.1595843,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.80196149999999%2C35.1595843
מבשרת ציון,חבד קסטל,חבד,"החוצבים 4 קומה ב´
",31.7957037,35.1428701,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.7957037%2C35.1428701
מבשרת ציון,מורשת הראה,אשכנז,"ברוש 70
",31.8019973,35.1591255,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.8019973%2C35.1591255
מגדל העמק,חבד,חבד,"מירון 3
",32.6742094,35.2427448,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.6742094%2C35.2427448
מגדל העמק,חבד נוף העמק,חבד,"נוף העמק 4
",32.6737831,35.2519523,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.6737831%2C35.2519523
מגדל העמק,חבד - ליובאוויטש - אור מנחם,חבד,"הגפן 26
",32.6751723,35.2328532,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.6751723%2C35.2328532
מגדל העמק,יד הרב עש הרב רפאל בוסקילה זצל,,"חטיבת גולני 20
",32.6746235,35.24500740000001,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.6746235%2C35.24500740000001
מודיעין,אשכנז בוכמן,אשכנז,"אפרים  13
",31.8840341,35.0086473,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.8840341%2C35.0086473
מודיעין,בית חבד,חבד,"עמק איילון 21
",31.9029253,35.0136528,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9029253%2C35.0136528
מודיעין,ברקן,ירושלמי,"חרצית 28
",31.9059743,35.0113466,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9059743%2C35.0113466
מודיעין עילית,אהל מנחם,אשכנז,"נודע ביהודה  41
",31.935222,35.0428668,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.935222%2C35.0428668
מודיעין עילית,אחדות ישראל,ירושלמי,"אבני נזר 55
",31.9310263,35.0395505,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9310263%2C35.0395505
מודיעין עילית,הגרא,,"ישועת דוד 14
",31.9227562,35.0478951,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9227562%2C35.0478951
מודיעין עילית,היכל יצחק,אשכנז,"חפץ חיים 10
",31.9328497,35.0452007,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9328497%2C35.0452007
מודיעין עילית,חניכי הישיבות הרב ברזל,אשכנז,"אור החיים  27
",31.931556,35.041564,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.931556%2C35.041564
מודיעין עילית,יוצאי חברון,אשכנז,"שדי חמד 13
",31.9340134,35.043035,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9340134%2C35.043035
מודיעין עילית,יחל ישראל,אשכנז,"נתיבות המשפט 2
",31.9334927,35.0471764,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9334927%2C35.0471764
מודיעין עילית,מאה שערים,לפי החזן,"מסילת יוסף  31
",31.926859,35.0426428,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.926859%2C35.0426428
מודיעין עילית,קהילת עדת יראים-אושטרייך,אשכנז,"נתיבות המשפט 111
",31.9291886,35.038561,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9291886%2C35.038561
מודיעין עילית,קהילת קצות החושן,אשכנז,"קצות החושן 11
",31.92747169999999,35.0410701,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.92747169999999%2C35.0410701
מודיעין עילית,קול יעקב,ירושלמי,"נתיבות המשפט  7
",31.9330763,35.0478655,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9330763%2C35.0478655
מודיעין עילית,שיר ושבחה,אשכנז,"הסבא מסלובדקא 4
",31.932477,35.042265,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.932477%2C35.042265
מודיעין עילית,תורה ותפילה,אשכנז,"רבי יהודה הנשיא 19
",31.9395351,35.0417595,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9395351%2C35.0417595
מודיעין עילית,תפארת בורדוגו,ירושלמי,"רב ושמואל 9
",31.94062259999999,35.0377928,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.94062259999999%2C35.0377928
מזכרת בתיה,בית המדרש,,"שקולניק 17
",31.849276,34.844862,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.849276%2C34.844862
מזכרת בתיה,בית כנסת כללי - חבד,חבד,"נתיב השיירות 46
",31.852101,34.8398018,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.852101%2C34.8398018
מזכרת בתיה,יחד שבטי ישראל,לפי החזן,"שקולניק 13
",31.8492429,34.8442948,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.8492429%2C34.8442948
מיתר,אחדות ישראל ,לפי החזן,"צאלים 1
",31.3324493,34.9454654,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.3324493%2C34.9454654
מיתר,המרכזי,אחיד,"בשמת פינת צקלג 33
",31.3221919,34.9428393,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.3221919%2C34.9428393
מעלה אדומים,אור התורה,ירושלמי,"הנחלים  54
",31.7777813,35.2981275,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.7777813%2C35.2981275
מעלה אדומים,דקל וילנאי,,"דרך מדבר יהודה 13
",31.7749886,35.2950891,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.7749886%2C35.2950891
מעלה אדומים,הגילגל,אחיד,"הגילגל 18
",31.7965721,35.3027686,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.7965721%2C35.3027686
מעלה אדומים,היכל אביעד-עמודי השישה,ירושלמי,"התוף 36
",31.77841,35.2941044,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.77841%2C35.2941044
מעלות תרשיחא,בני יוסף,ירושלמי,"סיגליות 36
",33.0129149,35.2878919,https://www.waze.com/live-map/directions?navigate=yes&to=ll.33.0129149%2C35.2878919
מעלות תרשיחא,מאור ישראל,לפי החזן,"ירושלים  41
",33.021584,35.2876471,https://www.waze.com/live-map/directions?navigate=yes&to=ll.33.021584%2C35.2876471
מעלות תרשיחא,מניין אשכנזי שכונת הסביונים,אשכנז,"ספיר
",33.0248738,35.2771811,https://www.waze.com/live-map/directions?navigate=yes&to=ll.33.0248738%2C35.2771811
מצפה יריחו,ישא ברכה,לפי החזן,"ישא ברכה 1
",31.815688,35.395409,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.815688%2C35.395409
מצפה רמון,אהל שלום - התימנים,לפי החזן,"עין עקב 8
",30.610848,34.8004708,https://www.waze.com/live-map/directions?navigate=yes&to=ll.30.610848%2C34.8004708
מצפה רמון,עץ חיים,לפי החזן,"0528541248
",30.610203,34.801898,https://www.waze.com/live-map/directions?navigate=yes&to=ll.30.610203%2C34.801898
מצפה רמון,צמח דוד,לפי החזן,"עין עופרים 18
",30.61212949999999,34.797841,https://www.waze.com/live-map/directions?navigate=yes&to=ll.30.61212949999999%2C34.797841
נהריה,בית חבד,חבד,"רחוב יחיעם פינת דרך העצמאות
",33.0077504,35.0998914,https://www.waze.com/live-map/directions?navigate=yes&to=ll.33.0077504%2C35.0998914
נהריה,בנק איגוד,לפי החזן,"הגעתון 26
",33.006706,35.0947658,https://www.waze.com/live-map/directions?navigate=yes&to=ll.33.006706%2C35.0947658
נוה דניאל,בית מדרש דרך האבות,לפי החזן,"רחוב דרך האבות 21
",31.6791069,35.1415277,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.6791069%2C35.1415277
נס ציונה,חבד - אור אברהם,חבד,"ביאליק  2
",31.9281927,34.7989038,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9281927%2C34.7989038
נס ציונה,לב המושבה,ירושלמי,"שמיד  1
",31.9280416,34.811012,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9280416%2C34.811012
נס ציונה,משכן משה,,"החושן 16
",31.9217218,34.8084959,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9217218%2C34.8084959
נס ציונה,ניצן,אחיד,"שדרות אפריים  4
",31.9300867,34.806053,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9300867%2C34.806053
נצרת עילית,מקום תורה,אשכנז,"הגבעה  3
",32.7062263,35.31883240000001,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.7062263%2C35.31883240000001
נצרת עילית,אור הצפון,אשכנז,"החצב 3
",32.6917614,35.3153713,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.6917614%2C35.3153713
נצרת עילית,בית יוסף חבד,חבד,"יודפת 82
",32.70834,35.320031,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.70834%2C35.320031
נצרת עילית,בני הישיבות אהל יעקב,אשכנז,"הרב פנחס מילר 4
",32.7289722,35.3423857,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.7289722%2C35.3423857
נצרת עילית,המרכזי - הגדול,חבד,"הגבעה 3
",32.7062263,35.31883240000001,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.7062263%2C35.31883240000001
נצרת עילית,הר יונה ג,אשכנז,"הרב עובדיה יוסף  1
",32.7300272,35.3430657,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.7300272%2C35.3430657
נצרת עילית,חבד מיוחד,חבד,"יזרעאל 41
",32.6885794,35.3133146,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.6885794%2C35.3133146
נצרת עילית,ישיבת ההסדר נצרת עילית,לפי החזן,"כרמל 25
",32.7051867,35.3168299,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.7051867%2C35.3168299
נצרת עילית,ישיבת חבד,חבד,"המלאכה 17
",32.7000184,35.3148025,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.7000184%2C35.3148025
נשר,המרכזי בן-דור,אשכנז,"המתמיד 5
",32.7753079,35.0337652,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.7753079%2C35.0337652
נשר,התאנה,לפי החזן,"התאנה 5
",32.7671873,35.0161388,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.7671873%2C35.0161388
נשר,תהילה לדוד,לפי החזן,"רחוב עמוס 26 נשר
",32.7752642,35.03091879999999,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.7752642%2C35.03091879999999
נתיבות,ישיבת ההסדר-אהבת ישראל,לפי החזן,"הרמבם 1
",31.4233911,34.5921372,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.4233911%2C34.5921372
נתיבות,סעדון,ירושלמי,"אור לצוין 37
",31.4267285,34.58324950000001,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.4267285%2C34.58324950000001
נתניה,.S.N.A.C,אשכנז,"צפת 5
",32.964648,35.495997,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.964648%2C35.495997
נתניה,אוהל משה,ירושלמי," חתם סופר 4
",32.3121361,34.8567903,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.3121361%2C34.8567903
נתניה,אוהל משיח,ירושלמי,"תשרי 1
",32.296472,34.869878,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.296472%2C34.869878
נתניה,אוהל נחמיה,,"רבי עקיבא  1
",32.3434644,34.8569658,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.3434644%2C34.8569658
סביון,תפארת יצחק,אשכנז,"הדרום 12
",32.0470842,34.8785202,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0470842%2C34.8785202
עומר,מגן אברהם,לפי החזן,"מרגנית  20
",31.2697409,34.8491804,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.2697409%2C34.8491804
עין העמק,בית הכנסת עין העמק,ירושלמי,"עין העמק 12
",32.628361,35.078913,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.628361%2C35.078913
עכו,בית חבד עכו,חבד,"דרך הארבעה 41
",32.9281362,35.0793705,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.9281362%2C35.0793705
עכו,מרכז תורה עש האדמור הזקן עכו,חבד,"דוד נוי 19
",32.9290204,35.0727443,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.9290204%2C35.0727443
עפולה,אהל שלמה,אשכנז,"ראסל  27
",32.6252657,35.3303273,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.6252657%2C35.3303273
עפולה,גאולי ה´,,"גורדון 15
",32.6296637,35.319584,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.6296637%2C35.319584
עפולה,היכל חביב,ירושלמי,"חבצלת  1
",32.6143011,35.2851589,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.6143011%2C35.2851589
עפרה,מנין הפנס,אחיד,"ההגנה 2
",32.0869882,34.88424639999999,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0869882%2C34.88424639999999
ערד,בית יום טוב ליפמן,חסידי,"חן 60
",31.2553809,35.2046932,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.2553809%2C35.2046932
עתלית,בית כנסת עתלית,לפי החזן," המבצר / שחף 22
",32.7058932,34.9435219,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.7058932%2C34.9435219
פרדס חנה כרכור,האוהל,לפי החזן,"תחכמוני 4
",32.4611859,34.9757019,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.4611859%2C34.9757019
פרדס חנה כרכור,חבד,חבד,"המדרשיה 10
",32.4698305,34.9659338,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.4698305%2C34.9659338
פרדס חנה כרכור,קול יאודה,ירושלמי,"מוריה 5 1
",32.4711254,34.979998,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.4711254%2C34.979998
פתח תקוה,אוהל דן ליצאי איתיופיה,,"הנרייטה סולד 44
",32.0764442,34.8971902,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0764442%2C34.8971902
פתח תקוה,אבי עזרי - חניכי הישיבות,אשכנז,"ארלוזורוב 3
",32.0850457,34.8778461,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0850457%2C34.8778461
פתח תקוה,אהבת ישראל,ירושלמי,"המלכים 11
",32.0954681,34.8885989,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0954681%2C34.8885989
קדומים,שטיבל ברויאר,,"ברקת 1
",32.21239,35.157388,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.21239%2C35.157388
קדימה,קהילתי בית מנחם חבד,חבד,"אברהם אביקסיס 6
",32.277644,34.919297,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.277644%2C34.919297
קיסריה,המרכזי קיסריה,אחיד,"שדרות רוטשילד 101 ליד בית הספר
",32.519016,34.904544,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.519016%2C34.904544
קרית אונו,אור מנחם - חבד,חבד,"יהואש 10
",32.0574975,34.8626537,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0574975%2C34.8626537
קרית אונו,נשלסק,אחיד,"נחלת פינקס 13
",32.0639762,34.8533654,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0639762%2C34.8533654
קרית ארבע,יחד שבטי ישראל,,"רחוב נחל אשכול מקלט 6
",31.5317233,35.1179569,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.5317233%2C35.1179569
קרית אתא,אהל פנחס,חסידי,"ירושלים 27
",32.8017703,35.10978920000001,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.8017703%2C35.10978920000001
קרית אתא,בית מנחם,חבד,"חנקין 20
",32.811723,35.1091655,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.811723%2C35.1091655
קרית ביאליק,אהבת שלום,חבד,"שושנים 10
",32.850671,35.096248,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.850671%2C35.096248
קרית ביאליק,בית הכנסת לצעירים שבטי ישראל,אחיד,"השקדים 5
",32.8349261,35.0896676,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.8349261%2C35.0896676
קרית ביאליק,בית מנחם,לפי החזן,"לילך 11
",32.8349527,35.1026324,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.8349527%2C35.1026324
קרית ביאליק,הדרת קודש,,"שדרות בן גוריון 32
",32.8311321,35.0864876,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.8311321%2C35.0864876
קרית גת,בית חבד,חבד,"אהוד בן גרא  8
",31.6163548,34.7645629,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.6163548%2C34.7645629
קרית גת,הגדול קרית גת,אשכנז,"אליהו הנביא 3
",31.6111965,34.7649412,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.6111965%2C34.7649412
קרית חיים,חבד,חבד,"אחי אילת  15
",32.8216688,35.0690718,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.8216688%2C35.0690718
קרית ים,אשרי המאמין,,"פנקס 1
",32.8500508,35.0696231,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.8500508%2C35.0696231
קרית יערים,ישיבת נוה ציון,אשכנז,"הרב א. גורדון 141
",31.8039931,35.1044819,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.8039931%2C35.1044819
קרית מוצקין,חבד מנחם לציון,חבד,"שדרות קרן קיימת 8
",32.838202,35.079523,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.838202%2C35.079523
קרית מלאכי,חבד- תפארת אליעזר,חבד,"התאנה 3
",31.7306145,34.7403509,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.7306145%2C34.7403509
קרית מלאכי,שערי שמים,ירושלמי,"בן גוריון 40
",31.7302499,34.7421351,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.7302499%2C34.7421351
קרית ספר,קהילת אשכנז,אשכנז,"חתם סופר 2
",31.9331619,35.04654,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9331619%2C35.04654
קרית שמואל,חבד,חבד,"בר אילן 1
",32.0171153,34.749639,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0171153%2C34.749639
קרית שמואל,נהריים,אשכנז,"דב פרומר  25
",32.8402581,35.0721582,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.8402581%2C35.0721582
קרית שמונה,אחוות לוחמים-מלון הצפון,ירושלמי,"טשרניחובסקי-מול אגד 1
",33.2105072,35.5689456,https://www.waze.com/live-map/directions?navigate=yes&to=ll.33.2105072%2C35.5689456
קרית שמונה,בית חבד,לפי החזן,"הלבנון 14
",33.2201164,35.570342,https://www.waze.com/live-map/directions?navigate=yes&to=ll.33.2201164%2C35.570342
קרית שמונה,בן ציון,אשכנז,"אורי אילן 21
",33.2060882,35.5700165,https://www.waze.com/live-map/directions?navigate=yes&to=ll.33.2060882%2C35.5700165
קרית שמונה,ישורון,ירושלמי,"הרצל 14
",33.2109678,35.5673399,https://www.waze.com/live-map/directions?navigate=yes&to=ll.33.2109678%2C35.5673399
ראש העין,אדמון ספרא,אחיד,"עין גדי 24
",32.0874467,34.9595086,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0874467%2C34.9595086
ראש העין,אפיריון שלמה,לפי החזן,"חוגלה 11
",32.1028786,34.9609796,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.1028786%2C34.9609796
ראש העין,הודו,לפי החזן,"גון קנדי 25
",32.0939915,34.9522409,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0939915%2C34.9522409
ראש העין,זכור לאברהם,אשכנז,"משה דיין 2
",32.0927754,34.96621680000001,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0927754%2C34.96621680000001
ראשון לציון,אור החיים,צפון אפריקה,"הסביון  4
",31.9711289,34.7846067,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9711289%2C34.7846067
ראשון לציון,אחדות ראשונים,אחיד,"שרירא  21
",31.964082,34.821441,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.964082%2C34.821441
ראשון לציון,איחוד שיבת ציון,אשכנז,"כצנלסון 1
",31.9670475,34.7994445,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9670475%2C34.7994445
ראשון לציון,איחוד שיבת ציון - נווה שמואל,אשכנז,"קפלן 4
",31.9682468,34.7950755,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9682468%2C34.7950755
רבבה ישוב,רבבות אפרים,לפי החזן,"נחל שילה 323
",32.1188572,35.1279678,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.1188572%2C35.1279678
רחובות,אהבה ואחוה,ירושלמי,"דרך יבנה 32
",31.899962,34.8038808,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.899962%2C34.8038808
רחובות,אהל שרה,אשכנז,"בינימין 45
",31.8957744,34.8167281,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.8957744%2C34.8167281
רחובות,אוהל יצחק,אחיד,"לחי 36
",31.8907904,34.8226698,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.8907904%2C34.8226698
רחובות,אוהל שי,אשכנז,"מלצר 9
",31.892773,34.811272,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.892773%2C34.811272
רחלים,בית נחמיה,לפי החזן,"רחלים 10
",32.10246,35.257756,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.10246%2C35.257756
רכסים,אור לציון,ירושלמי,"הוורדים 7
",32.7563702,35.0965128,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.7563702%2C35.0965128
רכסים,חניכי הישיבות - אוהל מלכה,אשכנז,"חצב 3
",32.7504382,35.1060565,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.7504382%2C35.1060565
רכסים,מאורות,אשכנז,"דרך הרב 2
",32.7468347,35.1054429,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.7468347%2C35.1054429
רכסים,שארית הפליטה,אשכנז,"הכלניות 20
",32.7538083,35.0994513,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.7538083%2C35.0994513
רכסים,שבת אחים,אשכנז,"הוורדים 7
",32.7563702,35.0965128,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.7563702%2C35.0965128
רמלה,אוהל יעקב,,"הלילך  3
",31.92141089999999,34.86221099999999,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.92141089999999%2C34.86221099999999
רמלה,חיזוק אמונה,,"בן צבי  8
",31.9306509,34.85944190000001,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9306509%2C34.85944190000001
רמת אביב,הקהילה החדשה של רמת אביב,אשכנז,"דניאל מוריץ 12
",32.117097,34.7988468,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.117097%2C34.7988468
רמת אביב,חבד,חבד,"טאגור 32
",32.1162252,34.7972027,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.1162252%2C34.7972027
רמת אביב,נוה קדש,אשכנז,"אופנהיימר (שכונת נווה אביבים) 5
",32.1196741,34.800141,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.1196741%2C34.800141
רמת בית שמש,אהבת שלום,אשכנז,"נחל לכיש 33
",31.7135553,34.9941618,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.7135553%2C34.9941618
רמת בית שמש,אור שלום,אשכנז,"נחל מאור 27
",31.708258,34.999529,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.708258%2C34.999529
רמת בית שמש,בית תפילה יונה אברהם,אשכנז,"נחל רפאים 34
",31.7110375,34.9968033,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.7110375%2C34.9968033
רמת בית שמש,משכן שילה,אשכנז,"נחל עין גדי 37
",31.7148973,34.9824254,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.7148973%2C34.9824254
רמת בית שמש,פני שמואל,אשכנז,"נחל לוז  3
",31.7112474,34.9960853,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.7112474%2C34.9960853
רמת בית שמש,קהילת אהבת ציון,אשכנז,"נחל תמנה 2
",31.7144547,34.9986675,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.7144547%2C34.9986675
רמת בית שמש,קהילת טוהר לב ברמה,לפי החזן,"נחל קטלב 1
",31.7159763,34.9980229,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.7159763%2C34.9980229
רמת בית שמש,קהילת שבטי ישרון,אשכנז,"נחל דולב 2
",31.7162823,34.99937810000001,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.7162823%2C34.99937810000001
רמת בית שמש,רמת שלום,אשכנז,"נחל דולב 43
",31.712991,34.9992342,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.712991%2C34.9992342
רמת גן,נוסח אשכנז,אשכנז,"         ההלכה    9
",32.075441,34.8260661,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.075441%2C34.8260661
רמת גן,אגודת אלימלך,אחיד,"אלימלך 7
",32.0865065,34.815974,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0865065%2C34.815974
רמת גן,אהל לאה,אחיד,"הפודים  49
",32.0936143,34.8216368,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0936143%2C34.8216368
רמת השרון,בית אל,,"אלחריזי 4
",32.1316794,34.8577306,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.1316794%2C34.8577306
רמת השרון,גאולת ישראל,אשכנז,"רבנו תם 4
",32.1435571,34.8396953,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.1435571%2C34.8396953
רמת השרון,היכל יוסף,אשכנז,"יצחק אלחנן 7
",32.148718,34.830763,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.148718%2C34.830763
רמת השרון,חבד.,חבד,"בית גוברין 7
",32.1289887,34.8530709,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.1289887%2C34.8530709
רמת השרון,מניין ישראל,אחיד,"הבנים 46
",32.1443478,34.8334001,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.1443478%2C34.8334001
רמת השרון,רבנו תם,אשכנז,"רבנו תם 4
",32.1435571,34.8396953,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.1435571%2C34.8396953
רמת ישי,זכות השתיקה,לפי החזן,"האלון 111
",32.6998847,35.1625495,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.6998847%2C35.1625495
רעננה,אדמון ספרא - קהילת אחוות רעים,אחיד,"הסייפן לב הפארק 10
",32.1912232,34.8488355,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.1912232%2C34.8488355
רעננה,אריאל,לפי החזן,"ששת הימים 33
",32.1818488,34.8828919,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.1818488%2C34.8828919
רעננה,בית חבד ליובאוויטש רעננה,חבד,"ברנר 1 פינת אחוזה 85
",32.1794254,34.8784192,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.1794254%2C34.8784192
